nombre,apellido,edad,genero,pais_origen,estado_civil,num_integrantes_familia,dependientes_menores,profesion,sector_industrial,categoria_profesional,nivel_educativo,tipo_contrato,anos_experiencia,meses_empresa_actual,ingresos_anuales,dinero_banco,deudas_totales,invertido_bolsa,invertido_cripto,invertido_propiedades,patrimonio_neto,score_crediticio,gastos_mensuales,renta_pasiva,ratio_deuda_ingreso,interes_compra_dubai,motivo_compra,presupuesto_max,zona_preferida
Sofía,Blanco,31,Mujer,México,Divorciado,2,1,Empresario,Alimentación,Senior,Master,Permanente,10,20,100768,13326,23384,60961,17516,0,68419,620,1716,0,23.21,Medio,Inversión,587585,Zona Residencial-Accesible
Fernando,Rubio,61,Hombre,Argentina,Casado,1,3,Diseñador,Salud,C-Level,Master,Permanente,39,105,214258,104755,17176,303490,0,0,391069,727,7113,0,8.02,Medio,Inversión,2520343,Zona Costa-Premium
Jorge,Gómez,56,Hombre,España,Divorciado,1,0,Ingeniero Civil,Educación,C-Level,PhD,Permanente,35,169,323206,559661,99669,461582,0,0,921574,668,9040,0,30.84,Alto,Residencia,4479980,Zona Costa-Premium
María,Martínez,61,Mujer,España,Casado,4,1,Chef Ejecutivo,Retail,C-Level,Master,Freelance,40,47,193459,102616,55074,394266,0,0,441808,801,3763,0,28.47,Alto,Mixto,2283110,Zona Sur-Inversión
Ricardo,Díaz,33,Hombre,España,Casado,3,0,Consultor,Inmobiliario,Senior,Master,Permanente,11,166,93281,60459,44741,102990,37261,193315,349284,622,2807,0,47.96,Bajo,Vacacional,1120217,Zona Sur-Inversión
Lucía,Gómez,56,Mujer,Colombia,Divorciado,4,1,Consultor,Energía,Director,Licenciatura,Permanente,35,6,143549,55740,77227,279373,0,0,257886,611,2710,0,53.8,Alto,Inversión,1994313,Zona Sur-Inversión
Ana,Alonso,33,Mujer,España,Casado,5,0,Marketing Manager,Alimentación,Mid-Level,Licenciatura,Permanente,11,66,38501,18739,37395,0,0,0,-18656,550,727,0,97.13,Bajo,Inversión,325586,Zona Tech-Educación
Manuel,Domínguez,33,Hombre,España,Casado,3,3,Médico,Turismo,Senior,Master,Permanente,11,94,87269,28061,75194,51670,34476,372383,411396,637,2821,0,86.16,Medio,Inversión,1319547,Zona Centro-Negocios
Andrés,Serrano,56,Hombre,España,Soltero,3,0,Profesor Universitario,Salud,Director,Licenciatura,Permanente,35,172,121651,209794,123246,284717,0,0,371265,696,3427,26273,101.31,Medio,Residencia,1804888,Zona Centro-Negocios
José,Álvarez,31,Hombre,Argentina,Divorciado,3,0,Médico,Consultoría,Senior,PhD,Temporal,10,19,75047,14173,10880,16973,19499,0,39765,667,1493,0,14.5,Medio,Inversión,519710,Zona Sur-Inversión
Ricardo,Gil,31,Hombre,Argentina,Soltero,2,0,Piloto,Telecomunicaciones,Mid-Level,Licenciatura,Permanente,10,30,39363,21151,40557,11568,10541,0,2703,550,1102,0,103.03,Medio,Residencia,263565,Zona Residencial-Accesible
Patricia,Ramos,33,Mujer,Argentina,Soltero,5,0,Profesor Universitario,Turismo,Senior,Master,Permanente,10,113,123107,101671,80029,0,0,0,21642,620,2616,0,65.01,Bajo,Residencia,1167690,Zona Sur-Inversión
Lucía,López,56,Mujer,España,Soltero,3,0,Profesor Universitario,Automotriz,Director,Bachillerato,Permanente,35,112,84574,162692,120167,159882,0,0,202407,625,1816,0,142.09,Medio,Mixto,1006995,Zona Sur-Inversión
Sofía,Sánchez,33,Mujer,Perú,Casado,1,1,Gerente de Proyecto,Telecomunicaciones,Mid-Level,Licenciatura,Permanente,11,109,46295,12634,31194,0,0,0,-18560,550,1118,7263,67.38,Medio,Inversión,520713,Zona Sur-Inversión
Cristina,Domínguez,33,Mujer,México,Soltero,1,0,Desarrollador,Turismo,Director,Master,Permanente,12,34,114030,100081,98116,31396,48977,0,82338,550,2834,28556,86.04,Medio,Inversión,986900,Zona Centro-Negocios
Jorge,Ramos,61,Hombre,México,Casado,4,1,Empresario,Construcción,Director,Licenciatura,Permanente,39,29,131067,150454,51892,84848,0,0,183410,637,3764,10282,39.59,Bajo,Residencia,1343837,Zona Residencial-Accesible
Sofía,García,33,Mujer,Venezuela,Soltero,2,0,Ingeniero Civil,Turismo,Mid-Level,Bachillerato,Permanente,11,68,53371,16403,23208,55915,0,157701,206811,650,1594,4433,43.48,Medio,Inversión,775019,Zona Sur-Inversión
Clara,Torres,31,Mujer,Ecuador,Casado,1,2,Gerente de Proyecto,Retail,Mid-Level,Licenciatura,Permanente,9,10,41040,16402,31180,8602,2763,0,-3413,614,966,0,75.97,Medio,Inversión,321149,Zona Residencial-Accesible
Clara,Fernández,33,Mujer,Argentina,Soltero,2,0,Arquitecto,Retail,Mid-Level,Licenciatura,Permanente,10,83,57837,23324,22053,31905,24148,0,57324,684,1137,0,38.13,Medio,Mixto,517863,Zona Residencial-Accesible
Sofía,Serrano,56,Mujer,Venezuela,Soltero,4,0,Ingeniero Civil,Consultoría,Director,Master,Permanente,35,96,132760,191872,119940,77827,11813,951202,1112774,550,2555,0,90.34,Medio,Mixto,5000000,Zona Costa-Premium
Javier,Díaz,31,Hombre,México,Casado,2,1,Médico,Alimentación,Senior,Master,Permanente,9,156,94660,22291,35087,3180,25261,370679,386324,768,2957,0,37.07,Medio,Vacacional,1086097,Zona Sur-Inversión
Raquel,Ortiz,33,Mujer,España,Casado,4,0,Diseñador,Turismo,Director,Master,Permanente,12,58,125155,49884,59924,71516,0,0,61476,797,3775,0,47.88,Medio,Mixto,1321852,Zona Sur-Inversión
José,Fernández,31,Hombre,España,Soltero,4,0,Ingeniero Software,Consultoría,Senior,PhD,Permanente,9,58,129437,57762,19156,86058,0,0,124664,649,3808,0,14.8,Medio,Inversión,865628,Zona Centro-Negocios
Carlos,Jiménez,33,Hombre,México,Divorciado,4,1,Empresario,Turismo,Senior,Master,Permanente,11,142,92479,55733,50568,107708,0,0,112873,691,2739,0,54.68,Medio,Mixto,892379,Zona Residencial-Accesible
Pablo,Castro,31,Hombre,Argentina,Soltero,3,0,Farmacéutico,Automotriz,Mid-Level,Licenciatura,Temporal,9,123,43796,15592,39867,0,8785,0,-15490,550,1084,0,91.03,Medio,Inversión,281079,Zona Tech-Educación
Sofía,Fernández,33,Mujer,España,Soltero,3,0,Arquitecto,Salud,Director,PhD,Permanente,12,139,190951,147914,30278,131131,0,0,248767,718,5485,0,15.86,Medio,Residencia,1659151,Zona Sur-Inversión
Rosa,García,33,Mujer,USA (Miami),Casado,2,3,Arquitecto,Educación,Mid-Level,Licenciatura,Permanente,10,76,63310,28026,51223,49670,0,132751,159224,649,1887,0,80.91,Medio,Inversión,579997,Zona Residencial-Accesible
Cristina,Gil,61,Mujer,España,Soltero,1,0,Product Manager,Legal,Director,Licenciatura,Permanente,38,169,128822,245924,22925,308484,0,407520,939003,684,3916,0,17.8,Medio,Vacacional,3980270,Zona Costa-Premium
Laura,Ortiz,56,Mujer,España,Soltero,3,0,Piloto,Tecnología,Director,Licenciatura,Permanente,34,79,147290,205303,126182,120141,0,0,199262,625,2624,22343,85.67,Bajo,Inversión,1538295,Zona Sur-Inversión
Carmen,Muñoz,61,Mujer,España,Casado,1,2,Piloto,Legal,Director,Licenciatura,Permanente,40,22,137962,95334,35101,222462,28917,1120632,1432244,632,3175,21733,25.44,Alto,Residencia,5000000,Zona Costa-Premium
Isabel,Ramírez,56,Mujer,Ecuador,Soltero,2,0,Diseñador,Salud,Director,Bachillerato,Temporal,35,105,88278,72891,84001,99930,0,0,88820,625,2611,0,95.16,Medio,Mixto,888404,Zona Residencial-Accesible
Sergio,López,31,Hombre,Chile,Soltero,1,0,Farmacéutico,Retail,Mid-Level,Licenciatura,Permanente,9,119,71477,37552,41272,18233,12427,0,26940,550,1593,5902,57.74,Bajo,Inversión,391072,Zona Residencial-Accesible
Rafael,Sánchez,31,Hombre,Argentina,Divorciado,1,1,Ingeniero Software,Educación,Senior,Master,Permanente,8,76,110756,61037,38629,72050,0,441903,536361,617,2195,0,34.88,Medio,Inversión,1494231,Zona Centro-Negocios
Rafael,Ramos,61,Hombre,Chile,Casado,4,1,Ingeniero Software,Energía,Director,Licenciatura,Temporal,40,55,142983,121974,37587,166422,0,0,250809,731,3729,0,26.29,Medio,Mixto,1974229,Zona Sur-Inversión
Clara,Pérez,33,Mujer,Chile,Soltero,3,0,Ingeniero Software,Alimentación,Senior,Licenciatura,Temporal,12,18,101887,114167,55551,0,0,0,58616,550,1875,0,54.52,Bajo,Vacacional,1086898,Zona Residencial-Accesible
Carmen,Rubio,61,Mujer,Perú,Casado,3,0,Piloto,Tecnología,C-Level,PhD,Permanente,40,103,314217,407006,43809,776539,0,0,1139736,752,8668,0,13.94,Alto,Inversión,5000000,Zona Costa-Premium
Miguel,Fernández,31,Hombre,España,Soltero,2,0,Ingeniero Software,Telecomunicaciones,Mid-Level,Licenciatura,Permanente,10,50,57567,38721,12388,37664,16320,0,80317,651,1034,0,21.52,Bajo,Residencia,309452,Zona Sur-Inversión
Carlos,Ruiz,31,Hombre,México,Casado,2,1,Gerente de Proyecto,Construcción,Senior,Master,Temporal,10,157,100251,37426,43049,25911,24007,389385,433680,680,1929,12761,42.94,Alto,Mixto,916274,Zona Centro-Negocios
Silvia,Molina,33,Mujer,España,Casado,2,1,Consultor,Tecnología,Mid-Level,Licenciatura,Permanente,11,152,39274,22714,50235,42838,13813,0,29130,550,1158,0,127.91,Bajo,Mixto,440797,Zona Sur-Inversión
Pedro,Jiménez,33,Hombre,Venezuela,Divorciado,2,0,Médico,Alimentación,Senior,Licenciatura,Permanente,12,109,80659,54788,63340,119465,0,442671,553584,679,1439,0,78.53,Medio,Residencia,2008805,Zona Centro-Negocios
Elena,Torres,31,Mujer,Ecuador,Soltero,3,0,Empresario,Inmobiliario,Senior,Master,Permanente,9,21,95697,57079,38886,0,21467,0,39660,710,2487,0,40.63,Medio,Vacacional,588622,Zona Tech-Educación
Ana,García,33,Mujer,Chile,Casado,1,1,Arquitecto,Legal,Mid-Level,Bachillerato,Permanente,11,106,39294,20479,51530,34377,0,167182,170508,550,825,0,131.14,Medio,Inversión,713556,Zona Sur-Inversión
Alejandro,Fernández,33,Hombre,México,Soltero,2,0,Ingeniero Civil,Educación,Senior,PhD,Freelance,11,39,97296,103179,34861,11758,5738,0,85814,624,2545,25293,35.83,Bajo,Inversión,921661,Zona Centro-Negocios
Pedro,Pérez,33,Hombre,México,Casado,2,0,Piloto,Turismo,Mid-Level,Licenciatura,Permanente,11,179,50587,57170,23339,21019,4965,0,59815,720,998,0,46.14,Bajo,Residencia,438131,Zona Sur-Inversión
Patricia,Ramos,31,Mujer,España,Soltero,2,0,Analista Financiero,Telecomunicaciones,Senior,PhD,Permanente,9,97,97824,45915,15805,55504,0,0,85614,733,3023,0,16.16,Bajo,Residencia,656739,Zona Tech-Educación
Ana,Serrano,56,Mujer,España,Casado,4,0,Consultor,Consultoría,Director,Master,Permanente,34,73,185417,165885,133071,365992,0,1247450,1646256,603,3794,0,71.77,Alto,Inversión,5000000,Zona Costa-Premium
Teresa,Fernández,33,Mujer,México,Casado,4,0,Analista Financiero,Finanzas,Director,PhD,Freelance,12,25,171033,120534,98731,18790,0,0,40593,765,3748,0,57.73,Medio,Inversión,1717045,Zona Centro-Negocios
María,Hernández,33,Mujer,España,Divorciado,2,3,Diseñador,Energía,Mid-Level,Bachillerato,Permanente,10,80,41529,27145,13390,7897,5513,211029,238194,739,1374,0,32.24,Medio,Inversión,990881,Zona Sur-Inversión
Carlos,Ramos,33,Hombre,Uruguay,Divorciado,2,2,Abogado,Alimentación,Senior,Master,Permanente,10,113,84044,44265,99631,37179,0,0,-18187,561,1413,0,118.55,Bajo,Residencia,882296,Zona Sur-Inversión
Antonio,González,56,Hombre,España,Casado,6,1,Gerente de Proyecto,Salud,Director,Master,Temporal,33,90,175903,134762,56160,0,0,0,78602,847,4787,0,31.93,Bajo,Inversión,2185112,Zona Costa-Premium
Clara,Castro,33,Mujer,Perú,Soltero,4,0,Consultor,Construcción,Director,PhD,Permanente,12,18,176318,57165,71753,0,0,488596,474008,771,4256,33667,40.7,Medio,Residencia,2039676,Zona Costa-Premium
Silvia,García,61,Mujer,Colombia,Casado,1,0,Contador,Alimentación,Director,Bachillerato,Permanente,39,56,133774,103749,43956,168616,0,1016430,1244839,621,3076,0,32.86,Alto,Inversión,5000000,Zona Costa-Premium
Javier,Jiménez,33,Hombre,España,Casado,2,1,Ingeniero Civil,Consultoría,Mid-Level,Licenciatura,Permanente,10,61,59740,44193,13599,51632,0,0,82226,670,1029,12546,22.76,Bajo,Inversión,688301,Zona Centro-Negocios
María,Rodríguez,31,Mujer,España,Soltero,1,0,Piloto,Construcción,Senior,Master,Freelance,8,138,118889,76894,20323,32043,31818,0,120432,750,3934,0,17.09,Medio,Mixto,627498,Zona Tech-Educación
Sara,López,33,Mujer,Uruguay,Casado,3,1,Médico,Telecomunicaciones,Senior,Bachillerato,Permanente,12,22,68012,17870,60061,79633,0,0,37442,593,1697,0,88.31,Bajo,Residencia,753736,Zona Residencial-Accesible
Jorge,Torres,33,Hombre,Colombia,Soltero,2,0,Product Manager,Finanzas,Mid-Level,Bachillerato,Permanente,10,53,56356,22293,51005,78579,0,0,49867,558,1765,0,90.51,Medio,Vacacional,570864,Zona Sur-Inversión
Sergio,Hernández,33,Hombre,España,Soltero,3,0,Director Comercial,Tecnología,Senior,Master,Permanente,11,26,76688,87459,77650,70665,0,422928,503402,630,1514,0,101.25,Medio,Residencia,1751377,Zona Centro-Negocios
Lucía,Domínguez,56,Mujer,España,Soltero,4,0,Arquitecto,Turismo,Director,Master,Permanente,33,179,160403,272076,127877,277098,0,1217481,1638778,715,4459,0,79.72,Alto,Mixto,5000000,Zona Costa-Premium
Daniel,Molina,31,Hombre,Argentina,Divorciado,4,0,Data Scientist,Inmobiliario,Senior,Master,Permanente,8,29,87418,36187,12787,24892,16057,0,64349,607,2585,0,14.63,Bajo,Residencia,559714,Zona Tech-Educación
Pablo,Hernández,56,Hombre,España,Soltero,2,0,Piloto,Salud,Director,Bachillerato,Permanente,34,84,112155,219709,80598,143076,36642,0,318829,550,2817,0,71.86,Medio,Mixto,1636173,Zona Centro-Negocios
Manuel,Sánchez,56,Hombre,España,Soltero,1,0,Desarrollador,Telecomunicaciones,Director,Master,Freelance,35,95,166264,325798,101547,116308,0,0,340559,668,4405,0,61.08,Bajo,Inversión,1961605,Zona Costa-Premium
Andrea,López,56,Mujer,Colombia,Divorciado,4,3,Farmacéutico,Aeroespacial,Director,Licenciatura,Permanente,35,106,135027,188715,82272,156788,45005,748429,1056665,574,3652,0,60.93,Alto,Inversión,5000000,Zona Centro-Negocios
Raquel,Blanco,33,Mujer,Argentina,Casado,2,1,Consultor,Automotriz,Senior,Master,Permanente,11,153,108337,48674,57817,41765,9658,565917,608197,615,1984,0,53.37,Alto,Inversión,2987122,Zona Costa-Premium
Cristina,Pérez,61,Mujer,México,Casado,4,3,Farmacéutico,Educación,Director,Licenciatura,Permanente,39,22,93851,85355,56003,75992,41661,0,147005,658,2685,9070,59.67,Bajo,Vacacional,1298509,Zona Sur-Inversión
Sergio,Pérez,33,Hombre,Venezuela,Soltero,1,0,Analista Financiero,Legal,Senior,Licenciatura,Temporal,12,77,79884,70771,70392,25525,0,0,25904,620,1708,0,88.12,Bajo,Residencia,799251,Zona Residencial-Accesible
Laura,Sánchez,31,Mujer,Argentina,Casado,5,1,Farmacéutico,Legal,Senior,Master,Temporal,10,76,121143,57834,27182,51667,0,0,82319,707,3987,0,22.44,Medio,Inversión,788229,Zona Tech-Educación
Beatriz,Alonso,56,Mujer,USA (Miami),Soltero,2,0,Gerente de Proyecto,Inmobiliario,Director,Master,Permanente,35,76,168464,133325,115282,238536,0,1050015,1306594,638,4054,0,68.43,Alto,Mixto,5000000,Zona Costa-Premium
Ana,Domínguez,31,Mujer,España,Casado,1,1,Ingeniero Civil,Educación,Mid-Level,Bachillerato,Permanente,10,126,46275,11749,36613,10528,6304,0,-8032,617,1040,0,79.12,Medio,Vacacional,337886,Zona Tech-Educación
Silvia,Castro,56,Mujer,España,Casado,3,1,Farmacéutico,Alimentación,Director,Master,Permanente,34,60,163822,118820,176514,370636,0,0,312942,698,3528,0,107.75,Bajo,Inversión,2057644,Zona Centro-Negocios
Sergio,Fernández,31,Hombre,España,Casado,4,0,Analista Financiero,Automotriz,Senior,Master,Permanente,9,24,68180,47216,44329,0,16505,261612,281004,550,1846,0,65.02,Medio,Mixto,690709,Zona Sur-Inversión
Carmen,Suárez,31,Mujer,España,Casado,2,2,Arquitecto,Educación,Mid-Level,Licenciatura,Permanente,10,104,48155,15523,32387,3620,2761,0,-10483,662,1043,0,67.26,Bajo,Inversión,316259,Zona Tech-Educación
Carlos,López,31,Hombre,Ecuador,Casado,1,1,Data Scientist,Alimentación,Senior,Master,Temporal,9,132,118222,43550,21624,0,34593,0,56519,616,2747,0,18.29,Bajo,Inversión,909763,Zona Sur-Inversión
Mónica,González,33,Mujer,Venezuela,Casado,3,1,Contador,Alimentación,Mid-Level,Bachillerato,Temporal,11,21,46648,32780,37397,0,0,220754,216137,557,829,10918,80.17,Medio,Inversión,666875,Zona Sur-Inversión
Fernando,Torres,31,Hombre,Colombia,Casado,4,1,Diseñador,Turismo,Senior,PhD,Permanente,10,67,135106,53368,10517,82386,17273,472632,615142,747,3229,20580,7.78,Medio,Inversión,1372281,Zona Residencial-Accesible
Antonio,Serrano,31,Hombre,México,Soltero,1,0,Marketing Manager,Tecnología,Mid-Level,Licenciatura,Permanente,8,56,47244,35149,13986,8880,0,0,30043,555,1391,0,29.6,Medio,Vacacional,254643,Zona Tech-Educación
Pedro,Torres,56,Hombre,Chile,Divorciado,1,1,Data Scientist,Finanzas,Director,Master,Freelance,33,13,174813,89406,164715,249709,0,0,174400,701,3946,0,94.22,Medio,Inversión,1791366,Zona Costa-Premium
Sara,Torres,56,Mujer,México,Casado,1,2,Ingeniero Civil,Alimentación,Director,Bachillerato,Permanente,33,167,78647,66466,144743,50266,12585,0,-15426,550,2491,0,184.04,Bajo,Inversión,1131665,Zona Centro-Negocios
Ricardo,Rubio,56,Hombre,España,Casado,1,2,Gerente de Proyecto,Finanzas,Director,Master,Permanente,34,40,102262,77440,74228,92842,34184,800920,931158,713,3161,0,72.59,Medio,Residencia,5000000,Zona Costa-Premium
Lucía,Blanco,56,Mujer,México,Casado,1,2,Gerente de Proyecto,Salud,Director,Master,Permanente,33,129,113870,137407,97672,79178,0,862456,981369,604,3542,0,85.78,Alto,Inversión,5000000,Zona Centro-Negocios
Francisco,Hernández,33,Hombre,México,Divorciado,2,3,Chef Ejecutivo,Consultoría,Director,PhD,Permanente,12,76,139248,71559,29670,151158,0,0,193047,730,3164,15623,21.31,Medio,Mixto,1549028,Zona Centro-Negocios
Ricardo,Sánchez,56,Hombre,España,Divorciado,3,1,Profesor Universitario,Educación,Director,Licenciatura,Permanente,33,10,94323,124250,161025,216452,0,475083,654760,572,2918,0,170.72,Alto,Residencia,3136310,Zona Costa-Premium
Marta,Martín,33,Mujer,España,Soltero,3,0,Data Scientist,Tecnología,Director,Master,Permanente,12,78,120387,66509,47598,113812,0,0,132723,760,2273,12326,39.54,Bajo,Inversión,1232956,Zona Residencial-Accesible
Manuel,Serrano,33,Hombre,España,Casado,3,1,Contador,Legal,Mid-Level,Bachillerato,Permanente,11,43,57211,20895,35515,47145,0,0,32525,629,1872,0,62.08,Bajo,Residencia,535891,Zona Sur-Inversión
Francisco,Fernández,56,Hombre,Argentina,Soltero,2,0,Farmacéutico,Legal,Director,Bachillerato,Temporal,34,69,138043,190458,178064,0,0,0,12394,687,3875,0,128.99,Medio,Residencia,1713615,Zona Sur-Inversión
Clara,Castro,31,Mujer,España,Soltero,3,0,Profesor Universitario,Tecnología,Senior,PhD,Freelance,10,169,81923,14933,14677,0,0,0,256,791,2283,14353,17.92,Bajo,Residencia,548458,Zona Centro-Negocios
Daniel,Torres,56,Hombre,Colombia,Casado,3,1,Contador,Construcción,Director,Licenciatura,Permanente,33,56,115600,120570,163516,103452,0,755602,816108,686,2057,0,141.45,Alto,Residencia,3792745,Zona Centro-Negocios
Ricardo,Gutiérrez,33,Hombre,España,Soltero,4,0,Analista Financiero,Automotriz,Director,PhD,Temporal,12,76,173202,171471,44397,0,0,450884,577958,806,5685,0,25.63,Medio,Residencia,2282124,Zona Centro-Negocios
Pedro,Gutiérrez,31,Hombre,España,Soltero,2,0,Consultor,Energía,Mid-Level,Licenciatura,Temporal,10,99,60311,19338,12244,39898,0,0,46992,550,1633,0,20.3,Medio,Inversión,375969,Zona Residencial-Accesible
Andrea,Martínez,31,Mujer,Chile,Casado,1,0,Diseñador,Telecomunicaciones,Senior,Master,Permanente,10,84,68227,26048,8815,30514,11198,0,58945,583,1410,0,12.92,Medio,Residencia,426387,Zona Sur-Inversión
Isabel,Gómez,31,Mujer,México,Casado,3,2,Abogado,Legal,Senior,Master,Permanente,10,175,118738,48403,39057,68702,0,186478,264526,790,2791,0,32.89,Medio,Residencia,658831,Zona Sur-Inversión
Andrea,Serrano,56,Mujer,España,Soltero,1,0,Farmacéutico,Finanzas,C-Level,PhD,Temporal,33,40,239072,319410,40266,471251,0,0,750395,739,7199,0,16.84,Alto,Residencia,3325538,Zona Costa-Premium
Mónica,Hernández,61,Mujer,USA (Miami),Soltero,5,0,Chef Ejecutivo,Automotriz,Director,Licenciatura,Temporal,40,6,125414,180797,57610,82976,0,0,206163,609,3883,0,45.94,Bajo,Inversión,1639189,Zona Centro-Negocios
Sergio,Molina,33,Hombre,España,Soltero,3,0,Consultor,Energía,Senior,Bachillerato,Temporal,12,76,54282,43653,38761,0,19440,0,24332,587,930,0,71.41,Bajo,Inversión,450331,Zona Residencial-Accesible
Ricardo,Díaz,31,Hombre,USA (Miami),Soltero,3,0,Empresario,Energía,Mid-Level,Licenciatura,Permanente,8,163,55828,26434,38048,17581,0,0,5967,550,1184,10949,68.15,Bajo,Mixto,385788,Zona Residencial-Accesible
Silvia,Torres,31,Mujer,México,Soltero,3,0,Director Comercial,Consultoría,Senior,Master,Permanente,8,72,100200,16995,39880,0,18440,0,-4445,722,2310,0,39.8,Medio,Residencia,569084,Zona Centro-Negocios
Jorge,Vázquez,56,Hombre,España,Divorciado,1,1,Director Comercial,Aeroespacial,Director,Bachillerato,Temporal,35,40,107652,79756,51888,139771,0,0,167639,677,2127,12697,48.2,Bajo,Residencia,1345706,Zona Sur-Inversión
José,Pérez,31,Hombre,Argentina,Soltero,2,0,Diseñador,Legal,Mid-Level,Bachillerato,Permanente,10,117,57624,31259,22154,11846,0,0,20951,667,1797,0,38.45,Bajo,Residencia,427667,Zona Centro-Negocios
Rafael,Moreno,61,Hombre,España,Casado,3,0,Director Comercial,Alimentación,Director,Master,Temporal,38,105,111421,189311,23843,272901,21670,0,460039,698,2099,0,21.4,Bajo,Inversión,2752539,Zona Costa-Premium
Carlos,Martínez,56,Hombre,España,Divorciado,1,2,Gerente de Proyecto,Inmobiliario,Director,Master,Permanente,33,80,118059,148251,42149,272312,0,0,378414,677,2299,31302,35.7,Medio,Inversión,2104546,Zona Centro-Negocios
Fernando,Domínguez,56,No-binario,España,Casado,3,1,Farmacéutico,Tecnología,Director,Licenciatura,Permanente,35,138,120265,87774,99267,121197,0,836256,945960,600,3660,0,82.54,Alto,Residencia,4846217,Zona Costa-Premium
David,Ramos,33,Hombre,España,Soltero,4,0,Contador,Inmobiliario,Senior,Master,Permanente,11,79,101436,94285,61392,52526,19534,0,104953,660,3006,0,60.52,Bajo,Mixto,989183,Zona Residencial-Accesible
Francisco,Molina,56,Hombre,Colombia,Casado,2,0,Diseñador,Automotriz,Director,Bachillerato,Temporal,34,8,105460,65774,135125,0,33618,0,-35733,565,2691,0,128.13,Bajo,Inversión,1516228,Zona Sur-Inversión
